area_ratio,mach_subsonic,mach_supersonic
1.05,0.7738262389151749,1.2589048184967768
1.1,0.6923991394638542,1.3719203893913656
1.2,0.5902487609884512,1.534149767201761
1.3,0.5219620321408183,1.6588477894471256
1.4,0.47080828010251796,1.763205210659767
1.5,0.43026173211810237,1.8541235267373253
2.0,0.30590383418910816,2.1971981216521863
2.5,0.23954284305847723,2.4427648455231026
